PERIOD_BEGIN,REGION,STATE,PROPERTY_TYPE,MEDIAN_SALE_PRICE,MEDIAN_SALE_PRICE_YOY,MEDIAN_LIST_PRICE,MEDIAN_PPSF,HOMES_SOLD,INVENTORY,MONTHS_OF_SUPPLY,MEDIAN_DOM,AVG_SALE_TO_LIST,PRICE_DROPS
2/1/2026,"Chandler, TX",Texas,Single Family Residential,332000,0.336069862,264990,165.9170415,3,20,6.7,126,NA,0.25
2/1/2026,"Rhome, TX",Texas,Single Family Residential,409000,-0.306779661,NA,174.4880546,1,5,5,117,1,0.6
2/1/2026,"Southmayd, TX",Texas,Single Family Residential,268000,NA,NA,205.3639847,1,3,3,319,0.893333333,NA
2/1/2026,"Burkburnett, TX",Texas,Single Family Residential,232450,0.721851852,204900,112.5941739,8,52,6.5,108,NA,0.346153846
2/1/2026,"Rose Hill Acres, TX",Texas,Single Family Residential,275000,0.195652174,224750,210.8895706,1,5,5,NA,NA,0.2
2/1/2026,"Pantego, TX",Texas,Single Family Residential,342500,0.007649309,492500,170.0828585,4,5,1.3,57,0.990688297,0.2
2/1/2026,"Grape Creek, TX",Texas,Single Family Residential,199000,-0.476177942,157950,99.00497512,1,9,9,319,NA,NA
2/1/2026,"Frankston, TX",Texas,Single Family Residential,299900,9.710714286,445000,214.0613847,1,7,7,50,NA,0.714285714
2/1/2026,"Spring Valley Village, TX",Texas,Single Family Residential,2617500,0.338823319,1885000,480.7107579,2,8,4,18,0.969142367,0.125
2/1/2026,"Bay City, TX",Texas,Single Family Residential,215000,0.131578947,226747.5,147.1594798,5,85,17,111,0.953933747,0.447058824
2/1/2026,"Laredo, TX",Texas,Single Family Residential,255000,-0.044940243,259900,149.3576017,61,508,8.3,110,0.982117917,0.159448819
2/1/2026,"Little Cypress, TX",Texas,Single Family Residential,367450,0.934965772,185000,130.7851525,2,7,3.5,90,NA,0.285714286
2/1/2026,"Justin, TX",Texas,Single Family Residential,416000,-0.063063063,408949,175.9526893,8,65,8.1,132,0.988215799,0.276923077
2/1/2026,"Lamesa, TX",Texas,Single Family Residential,119999,-0.272733333,198000,43.35223988,1,21,21,396,NA,0.190476191
2/1/2026,"Reno, TX",Texas,Single Family Residential,340000,0.044546851,175000,164.0759931,3,11,3.7,90,0.973361229,0.363636364
2/1/2026,"Kerrville, TX",Texas,Single Family Residential,305000,-0.012944984,369000,193.3507463,27,147,5.4,164,0.971430581,0.278911565
2/1/2026,"Paris, TX",Texas,Single Family Residential,150000,0.086956522,229450,97.6426676,20,127,6.4,109,0.930932038,0.330708661
2/1/2026,"New Waverly, TX",Texas,Single Family Residential,72000,NA,NA,54.66970387,1,3,3,12,0.911392405,0.333333333
2/1/2026,"Homestead Meadows South, TX",Texas,Single Family Residential,194950,NA,315000,140.9447279,2,1,0.5,109,0.988888889,NA
2/1/2026,"Bellmead, TX",Texas,Single Family Residential,122500,-0.258698941,219000,91.29131799,4,25,6.3,17,0.918078905,0.28
2/1/2026,"Barrett, TX",Texas,Single Family Residential,216000,-0.152941177,270995,135.8604918,24,49,2,41,0.81525224,0.612244898
2/1/2026,"Jacksonville, TX",Texas,Single Family Residential,113500,-0.417948718,362000,95.48611111,5,37,7.4,82,0.922764228,0.45945946
2/1/2026,"Meadows Place, TX",Texas,Single Family Residential,297000,-0.086153846,337000,162.8289474,3,14,4.7,52,0.92853044,0.214285714
2/1/2026,"Rio Bravo, TX",Texas,Single Family Residential,155000,0.240992794,NA,114.3911439,1,3,3,87,NA,NA
2/1/2026,"Geronimo, TX",Texas,Single Family Residential,232999,0.124246679,241999,121.5847818,12,75,6.3,140,1.0002574,0.293333333
2/1/2026,"Roman Forest, TX",Texas,Single Family Residential,399900,0.083739837,384999.5,163.559322,7,23,3.3,76,0.992901154,0.217391304
2/1/2026,"Indian Lake, TX",Texas,Single Family Residential,245000,NA,238000,172.1714687,1,3,3,63,NA,NA
2/1/2026,"Hempstead, TX",Texas,Single Family Residential,270125,NA,252000,144.7705729,10,29,2.9,63,0.98014763,0.275862069
2/1/2026,"Fabrica, TX",Texas,Single Family Residential,245000,NA,NA,108.5031001,1,1,1,201,NA,NA
2/1/2026,"Grand Prairie, TX",Texas,Single Family Residential,342857,0.071428125,369900,175.304878,71,272,3.8,54,0.981722432,0.253676471
2/1/2026,"Timberwood Park, TX",Texas,Single Family Residential,461000,-0.130188679,538750,208.2364189,28,181,6.5,96,0.972280668,0.408839779
2/1/2026,"Big Sandy, TX",Texas,Single Family Residential,89900,-0.566746988,NA,56.5408805,1,8,8,161,NA,0.625
2/1/2026,"Beaumont, TX",Texas,Single Family Residential,181950,-0.182063385,199700,115.1890547,62,359,5.8,91,0.894991363,0.222841226
2/1/2026,"Josephine, TX",Texas,Single Family Residential,273000,-0.166795106,270000,153.2399299,3,34,11.3,82,0.957299766,0.235294118
2/1/2026,"West Lake Hills, TX",Texas,Single Family Residential,2597250,-0.3074,2495000,497.1089887,2,13,6.5,202,0.961658621,0.307692308
2/1/2026,"Eagle Mountain, TX",Texas,Single Family Residential,349900,-0.084030215,356500,167.8785674,25,170,6.8,68,0.983632668,0.358823529
2/1/2026,"Pearland, TX",Texas,Single Family Residential,380000,0.055555556,388998,152.5679758,79,283,3.6,56,0.973371987,0.272084806
2/1/2026,"Venus, TX",Texas,Single Family Residential,259999.5,-0.212003334,287499.5,152.2471111,6,42,7,95,1.007936508,0.119047619
2/1/2026,"Lake Worth, TX",Texas,Single Family Residential,280000,0.244444444,345000,166.7395406,2,14,7,33,0.992270059,0.071428571
2/1/2026,"Tool, TX",Texas,Single Family Residential,332500,-0.055934128,589000,248.2473545,4,36,9,107,0.988700565,0.305555556
2/1/2026,"Fairview, TX",Texas,Single Family Residential,525000,-0.239130435,662450,265.2854977,11,43,3.9,91,0.98631595,0.139534884
2/1/2026,"Tomball, TX",Texas,Single Family Residential,404890,-0.061668598,357250,169.7319588,17,82,4.8,89,0.967011123,0.426829268
2/1/2026,"Richardson, TX",Texas,Single Family Residential,460000,-0.005405405,472000,210.3282081,58,167,2.9,51,0.959579582,0.347305389
2/1/2026,"Southlake, TX",Texas,Single Family Residential,1302000,0.085,1375000,360.7627555,27,96,3.6,51,0.970175486,0.145833333
2/1/2026,"Timbercreek Canyon, TX",Texas,Single Family Residential,380000,NA,525000,220.5455601,1,1,1,178,NA,NA
2/1/2026,"McKinney, TX",Texas,Single Family Residential,524245,-0.010858491,524900,201.0584977,164,608,3.7,93,0.972500888,0.407894737
2/1/2026,"La Vernia, TX",Texas,Single Family Residential,429450,NA,549900,248.2567981,2,14,7,69,0.949983328,0.142857143
2/1/2026,"Murchison, TX",Texas,Single Family Residential,220000,NA,NA,113.6363636,1,1,1,651,NA,NA
2/1/2026,"Lago Vista, TX",Texas,Single Family Residential,437500,0.121794872,515000,190.6170174,20,144,7.2,231,0.978372944,0.284722222
2/1/2026,"Diboll, TX",Texas,Single Family Residential,25000,NA,159900,17.00680272,1,13,13,308,0.833333333,0.461538462
2/1/2026,"Mabank, TX",Texas,Single Family Residential,222000,-0.370650186,339000,161.1404896,10,64,6.4,185,0.97526194,0.609375
2/1/2026,"Midlothian, TX",Texas,Single Family Residential,460000,-0.040887388,535000,178.9538085,47,247,5.3,110,0.98081962,0.307692308
2/1/2026,"Iowa Colony, TX",Texas,Single Family Residential,341605,0.019716418,353990,156.7042116,29,152,5.2,64,0.959404549,0.414473684
2/1/2026,"Eidson Road, TX",Texas,Single Family Residential,159000,-0.286995516,205000,109.5041322,3,10,3.3,185,NA,0.1
2/1/2026,"Hickory Creek, TX",Texas,Single Family Residential,360000,-0.142653013,602450,241.1252512,1,21,21,16,1.028571429,0.285714286
2/1/2026,"Inez, TX",Texas,Single Family Residential,30000,-0.903225807,462450,17.56440281,1,13,13,72,0.546448087,0.307692308
2/1/2026,"Brenham, TX",Texas,Single Family Residential,343250,0.009558824,324900,172.9025577,14,81,5.8,72,0.941875864,0.432098765
2/1/2026,"Leander, TX",Texas,Single Family Residential,439584,0.080564736,459899,189.4317049,89,396,4.4,100,0.974483139,0.313131313
2/1/2026,"Matagorda, TX",Texas,Single Family Residential,385000,1.75,NA,224.3589744,3,6,2,147,0.838468713,NA
2/1/2026,"Porter Heights, TX",Texas,Single Family Residential,205000,-0.012048193,300000,147.6945245,1,25,25,119,0.932241928,0.32
2/1/2026,"Aldine, TX",Texas,Single Family Residential,359000,0.669767442,230000,183.7837838,3,17,5.7,356,0.914675579,0.235294118
2/1/2026,"Old River-Winfree, TX",Texas,Single Family Residential,298000,0.593582888,NA,107.2328176,1,1,1,54,1,NA
2/1/2026,"Mauriceville, TX",Texas,Single Family Residential,250000,-0.230769231,275000,164.1497045,1,5,5,5,NA,0.2
2/1/2026,"Azle, TX",Texas,Single Family Residential,335900,0.15167557,335000,175.4107848,20,115,5.8,96,0.977176304,0.382608696
2/1/2026,"Beasley, TX",Texas,Single Family Residential,343001.5,0.587969907,341814,151.6916876,2,9,4.5,147,0.978820232,0.444444444
2/1/2026,"Anson, TX",Texas,Single Family Residential,152000,0.034013605,47500,119.0289742,1,4,4,114,0.965079365,NA
2/1/2026,"Sherman, TX",Texas,Single Family Residential,296995,0.127139276,274950,159.2322707,62,320,5.2,97,0.965979845,0.34375
2/1/2026,"Port Isabel, TX",Texas,Single Family Residential,185000,-0.379194631,377000,291.8320106,2,24,12,61,NA,0.25
2/1/2026,"Anderson Mill, TX",Texas,Single Family Residential,415000,-0.233610342,477000,255.164034,7,21,3,42,0.997468422,0.190476191
2/1/2026,"Magnolia, TX",Texas,Single Family Residential,229990,-0.200034783,272500,146.5707965,23,69,3,64,0.891751924,0.507246377
2/1/2026,"Buda, TX",Texas,Single Family Residential,382337.5,-0.211675258,379990,192.7878823,12,56,4.7,207,0.98857251,0.446428571
2/1/2026,"Seis Lagos, TX",Texas,Single Family Residential,582500,-0.173758865,691289.5,193.4226725,4,12,3,101,0.994983278,0.333333333
2/1/2026,"Lubbock, TX",Texas,Single Family Residential,239950,-0.000208333,240000,141.3929392,270,1124,4.2,95,1,0.248220641
2/1/2026,"Missouri City, TX",Texas,Single Family Residential,336500,-0.01174743,374090,145.9748864,66,439,6.7,86,0.966889651,0.337129841
2/1/2026,"Springtown, TX",Texas,Single Family Residential,310000,0.023288056,305000,163.4835689,8,58,7.3,135,0.973029709,0.396551724
2/1/2026,"Alice, TX",Texas,Single Family Residential,252500,0.284987277,145000,153.0502007,4,56,14,197,0.975437538,0.160714286
2/1/2026,"Travis Ranch, TX",Texas,Single Family Residential,259750,-0.037962963,341250,139.0456898,10,72,7.2,79,0.968998455,0.208333333
2/1/2026,"Kyle, TX",Texas,Single Family Residential,315995,-0.007553392,310000,158.2711643,52,274,5.3,106,0.987152288,0.295620438
2/1/2026,"Waxahachie, TX",Texas,Single Family Residential,327000,-0.17213094,380000,179.4224558,36,310,8.6,74,0.975436504,0.319354839
2/1/2026,"Merkel, TX",Texas,Single Family Residential,150000,-0.0625,300000,104.4560722,2,11,5.5,86,0.917117117,0.090909091
2/1/2026,"Benbrook, TX",Texas,Single Family Residential,315750,-0.17987013,340000,181.9838783,20,58,2.9,106,0.977967067,0.24137931
2/1/2026,"Greenville, TX",Texas,Single Family Residential,256850,-0.071573933,250000,138.670853,31,257,8.3,125,0.972118942,0.307392996
2/1/2026,"Horizon City, TX",Texas,Single Family Residential,236250,0.043276662,238200,155.3353004,18,129,7.2,98,0.99547729,0.131782946
2/1/2026,"Cumby, TX",Texas,Single Family Residential,70000,-0.631384939,NA,61.18881119,1,2,2,82,0.875,0.5
2/1/2026,"Lockhart, TX",Texas,Single Family Residential,241995,-0.126340301,318000,143.5759591,14,94,6.7,66,0.973193704,0.276595745
2/1/2026,"Lampasas, TX",Texas,Single Family Residential,232750,-0.236885246,210000,177.8492647,4,39,9.8,182,0.940668913,0.384615385
2/1/2026,"Bear Creek, TX",Texas,Single Family Residential,770000,NA,NA,379.4972893,1,1,1,313,0.963704631,NA
2/1/2026,"Forest Heights, TX",Texas,Single Family Residential,360000,0.361058601,NA,179.2828685,1,4,4,24,NA,0.5
2/1/2026,"Vega, TX",Texas,Single Family Residential,170000,1,99000,118.8811189,1,4,4,13,NA,NA
2/1/2026,"Nederland, TX",Texas,Single Family Residential,225000,0.25698324,195000,142.7469136,15,35,2.3,19,0.964766776,0.257142857
2/1/2026,"Longview, TX",Texas,Single Family Residential,275000,0.020408163,264990,144.5121923,56,292,5.2,85,1,0.256849315
2/1/2026,"Sunrise Shores, TX",Texas,Single Family Residential,23000,NA,145000,13.21839081,1,6,6,78,NA,0.5
2/1/2026,"Rockport, TX",Texas,Single Family Residential,314208,-0.137975309,389450,185.1628468,21,187,8.9,106,0.97966333,0.299465241
2/1/2026,"Windcrest, TX",Texas,Single Family Residential,367990,0.171942675,385000,166.2404092,7,28,4,31,0.995652922,0.357142857
2/1/2026,"Colleyville, TX",Texas,Single Family Residential,980000,-0.163108454,1022450,268.1017613,19,45,2.4,38,0.973708476,0.2
2/1/2026,"Port Arthur, TX",Texas,Single Family Residential,141000,-0.06,149990,97.16332929,18,94,5.2,40,0.912826249,0.265957447
2/1/2026,"Sulphur Springs, TX",Texas,Single Family Residential,235000,-0.089147287,252998,159.5383571,9,86,9.6,76,0.996056048,0.197674419
2/1/2026,"Red Oak, TX",Texas,Single Family Residential,384995,0.000129889,377495,154.2588849,18,80,4.4,88,0.986899928,0.2125
2/1/2026,"New Home, TX",Texas,Single Family Residential,579500,NA,342000,220.8460366,1,3,3,78,NA,NA
2/1/2026,"Santa Fe, TX",Texas,Single Family Residential,334525,0.393854167,372500,180.9470258,10,42,4.2,109,0.985575965,0.30952381
2/1/2026,"Fort Worth, TX",Texas,Single Family Residential,340000,0.014925373,349000,168.7956204,621,2773,4.5,76,0.978597011,0.33754057
2/1/2026,"Commerce, TX",Texas,Single Family Residential,203450,0.695416667,249000,109.3662858,6,44,7.3,288,0.959244419,0.181818182
2/1/2026,"Westminster, TX",Texas,Single Family Residential,710000,NA,484800,221.5980025,1,5,5,362,0.979310345,0.2
2/1/2026,"Lakeside City, TX",Texas,Single Family Residential,188450,-0.428766293,NA,146.5526063,2,5,2.5,120,NA,NA
2/1/2026,"Nevada, TX",Texas,Single Family Residential,452500,0.070372561,550000,188.2701099,2,14,7,147,1,0.285714286
2/1/2026,"Crandall, TX",Texas,Single Family Residential,295000,0.011732669,297490,141.6320505,18,68,3.8,85,0.990187784,0.588235294
2/1/2026,"New Braunfels, TX",Texas,Single Family Residential,320000,-0.015384615,355000,171.3884205,103,535,5.2,123,0.967157708,0.362616822
2/1/2026,"Melissa, TX",Texas,Single Family Residential,435000,-0.141860348,457500,185.8190709,17,128,7.5,85,0.973436593,0.328125
2/1/2026,"River Oaks, TX",Texas,Single Family Residential,213000,-0.042696629,287500,169.4045175,3,19,6.3,126,0.971992856,0.315789474
2/1/2026,"Union Grove, TX",Texas,Single Family Residential,289000,0.16064257,334900,156.7245119,1,1,1,101,NA,NA
2/1/2026,"Haslet, TX",Texas,Single Family Residential,800437.5,0.17272058,710900,256.4002767,6,52,8.7,126,0.965487784,0.269230769
2/1/2026,"Palmer, TX",Texas,Single Family Residential,310000,NA,290000,183.1069108,1,13,13,66,0.984130108,0.230769231
2/1/2026,"Fulton, TX",Texas,Single Family Residential,289500,-0.333716916,414450,241.25,5,27,5.4,17,1,0.296296296
2/1/2026,"Carrollton, TX",Texas,Single Family Residential,415000,-0.029239766,399995,211.8292233,76,181,2.4,47,0.980370496,0.314917127
2/1/2026,"Cedar Park, TX",Texas,Single Family Residential,460000,-0.029535865,499450,214.893617,43,177,4.1,83,0.962364598,0.214689266
2/1/2026,"Camp Swift, TX",Texas,Single Family Residential,320000,-0.053254438,299450,185.4563202,3,13,4.3,91,0.918420605,0.384615385
2/1/2026,"Sonterra, TX",Texas,Single Family Residential,212750,-0.094488189,250000,122.66463,10,54,5.4,76,0.918851083,0.388888889
2/1/2026,"Selma, TX",Texas,Single Family Residential,301000,0.030821918,299945,157.8409182,6,41,6.8,61,0.984467842,0.243902439
2/1/2026,"Moody, TX",Texas,Single Family Residential,210000,0.122994652,279900,166.0741886,3,7,2.3,101,0.9387369,0.428571429
2/1/2026,"Gun Barrel City, TX",Texas,Single Family Residential,260000,-0.087719298,369500,147.3753474,6,80,13.3,114,0.935552286,0.3375
2/1/2026,"Somerset, TX",Texas,Single Family Residential,75000,0.119402985,NA,133.9285714,1,4,4,30,0.834260289,0.25
2/1/2026,"Prosper, TX",Texas,Single Family Residential,839500,-0.113984169,875000,235.5557977,40,293,7.3,102,0.961021327,0.344709898
2/1/2026,"Denison, TX",Texas,Single Family Residential,225000,-0.02173913,213400,147.5082895,32,238,7.4,93,0.980217832,0.323529412
2/1/2026,"Potosi, TX",Texas,Single Family Residential,260000,-0.362745098,450000,193.0977814,11,11,1,36,0.993543988,NA
2/1/2026,"Sandia, TX",Texas,Single Family Residential,260000,0.502890173,NA,152.851264,1,1,1,28,0.945454546,NA
2/1/2026,"China, TX",Texas,Single Family Residential,150000,-0.391887783,NA,140.9774436,1,14,14,4,NA,0.214285714
2/1/2026,"Claude, TX",Texas,Single Family Residential,370000,-0.321100917,308950,144.6650124,3,2,0.7,36,NA,NA
2/1/2026,"Socorro, TX",Texas,Single Family Residential,250500,0.012121212,249000,164.7519613,24,70,2.9,54,0.993301033,0.171428571
2/1/2026,"Lake Dunlap, TX",Texas,Single Family Residential,165500,NA,324000,106.4813803,2,5,2.5,62,0.762501906,0.8
2/1/2026,"Siesta Acres, TX",Texas,Single Family Residential,170000,NA,NA,183.7837838,1,4,4,51,NA,0.5
2/1/2026,"Hutto, TX",Texas,Single Family Residential,342990,-0.08536,362495,171.5481172,57,298,5.2,89,0.97979722,0.432885906
2/1/2026,"Hereford, TX",Texas,Single Family Residential,222000,-0.004484305,250000,134.5558546,7,59,8.4,183,NA,0.118644068
2/1/2026,"Van Vleck, TX",Texas,Single Family Residential,140000,NA,185000,143.0030644,1,3,3,186,0.933955971,0.333333333
2/1/2026,"Shavano Park, TX",Texas,Single Family Residential,1725000,-0.1375,611000,405.3623458,2,13,6.5,190,0.938372558,0.153846154
2/1/2026,"Bridgeport, TX",Texas,Single Family Residential,322000,-0.03375844,288387.5,197.4021438,2,31,15.5,25,0.94827979,0.322580645
2/1/2026,"Laguna Vista, TX",Texas,Single Family Residential,459250,-0.201304348,295000,216.9803278,10,44,4.4,111,NA,0.068181818
2/1/2026,"Manchaca, TX",Texas,Single Family Residential,445000,NA,507000,214.5612343,3,10,3.3,148,1.012945656,0.4
2/1/2026,"Henderson, TX",Texas,Single Family Residential,205000,-0.286832493,224900,149.6350365,5,39,7.8,35,NA,0.384615385
2/1/2026,"Bee Cave, TX",Texas,Single Family Residential,710000,-0.290549824,875000,264.2417759,3,15,5,273,0.9623799,0.133333333
2/1/2026,"Del Rio, TX",Texas,Single Family Residential,236000,0.026533275,222450,156.0714286,13,136,10.5,49,0.980246547,0.191176471
2/1/2026,"Uvalde, TX",Texas,Single Family Residential,187250,-0.153672316,255000,149.5949725,4,65,16.3,155,0.978762183,0.261538462
2/1/2026,"Poth, TX",Texas,Single Family Residential,252000,-0.025145068,399000,167.0658922,2,12,6,580,1.004301075,NA
2/1/2026,"Lincoln Park, TX",Texas,Single Family Residential,267000,-0.094915254,285000,183.0020562,1,1,1,66,0.963898917,NA
2/1/2026,"Groves, TX",Texas,Single Family Residential,249900,0.41027088,244950,130.3913043,13,35,2.7,29,1.003777373,0.285714286
2/1/2026,"Krum, TX",Texas,Single Family Residential,340000,0.096774194,340000,191.3657119,7,22,3.1,65,0.965997632,0.227272727
2/1/2026,"New Ulm, TX",Texas,Single Family Residential,285000,NA,329000,190.6354515,1,3,3,15,0.890625,NA
2/1/2026,"Arp, TX",Texas,Single Family Residential,193500,-0.0325,185999.5,157.6217956,2,7,3.5,49,NA,0.142857143
2/1/2026,"Alvarado, TX",Texas,Single Family Residential,329000,-0.127841474,260000,160.4318201,6,46,7.7,137,0.918120969,0.434782609
2/1/2026,"Bushland, TX",Texas,Single Family Residential,549500,0.249005569,465000,216.9285605,4,14,3.5,128,NA,0.214285714
2/1/2026,"Pottsboro, TX",Texas,Single Family Residential,329000,-0.206272618,467474.5,183.4913553,5,25,5,126,0.945894924,0.08
2/1/2026,"Fresno, TX",Texas,Single Family Residential,289000,0.060550459,289999,136.0441075,15,79,5.3,91,0.99067861,0.278481013
2/1/2026,"Lakehills, TX",Texas,Single Family Residential,382500,0.56122449,396000,215.563033,2,54,27,292,1.005,0.259259259
2/1/2026,"Prairie View, TX",Texas,Single Family Residential,385000,NA,269000,191.6376307,1,9,9,388,0.987939441,0.111111111
2/1/2026,"Leming, TX",Texas,Single Family Residential,229950,NA,NA,144.7690175,2,2,1,28,1.005175983,0.5
2/1/2026,"Ector, TX",Texas,Single Family Residential,265000,NA,NA,195.2837141,1,3,3,201,0.963636364,NA
2/1/2026,"Rosharon, TX",Texas,Single Family Residential,380000,NA,361500,149.0780698,1,4,4,81,0.974358974,NA
2/1/2026,"Belterra, TX",Texas,Single Family Residential,701500,0.079230769,645900,234.1955496,6,10,1.7,76,0.991352182,0.3
2/1/2026,"Pleasanton, TX",Texas,Single Family Residential,385000,0.645299145,350000,144.5195195,5,65,13,148,0.98546904,0.338461539
2/1/2026,"Little Elm, TX",Texas,Single Family Residential,432495,-0.070188168,449900,174.1853714,36,269,7.5,153,0.972810225,0.338289963
2/1/2026,"Sunray, TX",Texas,Single Family Residential,149900,-0.211052632,69499.5,124.9166667,3,6,2,67,NA,0.166666667
2/1/2026,"Gainesville, TX",Texas,Single Family Residential,169000,-0.305954826,255000,135.1351351,7,106,15.1,79,0.967755356,0.216981132
2/1/2026,"Mont Belvieu, TX",Texas,Single Family Residential,450000,0.020408163,488900,178.4618974,23,107,4.7,165,0.984528571,0.439252336
2/1/2026,"Orange Grove, TX",Texas,Single Family Residential,140000,0.4,NA,187.1657754,1,5,5,296,1.076923077,NA
2/1/2026,"Lucas, TX",Texas,Single Family Residential,1000000,-0.157894737,1397950,240.9058058,5,40,8,95,0.947210086,0.2
2/1/2026,"La Marque, TX",Texas,Single Family Residential,229439,-0.035970588,289950,123.3848232,20,144,7.2,74,0.942769014,0.375
2/1/2026,"Smithville, TX",Texas,Single Family Residential,410000,0.231231231,308550,205,3,41,13.7,189,0.952503176,0.43902439
2/1/2026,"Seabrook, TX",Texas,Single Family Residential,281500,-0.233992762,435000,124.7681065,6,62,10.3,155,0.964004445,0.274193548
2/1/2026,"Dickinson, TX",Texas,Single Family Residential,291000,0.047842471,255000,156.25,17,77,4.5,90,0.970586957,0.285714286
2/1/2026,"Pecan Plantation, TX",Texas,Single Family Residential,435000,0.008695652,625000,197.2789116,7,68,9.7,112,0.92615485,0.220588235
2/1/2026,"Conroe, TX",Texas,Single Family Residential,320950,0.086051705,342500,156.0446274,136,646,4.8,115,0.969568976,0.436532508
2/1/2026,"Early, TX",Texas,Single Family Residential,271750,-0.255479452,285000,135.6328353,4,11,2.8,169,0.956138623,0.090909091
2/1/2026,"Primera, TX",Texas,Single Family Residential,221000,-0.036617262,315497.5,150.1495496,3,25,8.3,139,0.994730409,0.44
2/1/2026,"China Grove, TX",Texas,Single Family Residential,245000,-0.387346837,NA,131.3672922,1,3,3,359,0.859649123,NA
2/1/2026,"Boyd, TX",Texas,Single Family Residential,366000,NA,656771.5,210.3448276,1,8,8,105,0.98945661,0.375
2/1/2026,"Sundown, TX",Texas,Single Family Residential,110000,NA,290000,89.28571429,1,4,4,15,NA,0.25
2/1/2026,"Spring, TX",Texas,Single Family Residential,247000,-0.085185185,249900,130.2083333,53,302,5.7,94,0.983270529,0.311258278
2/1/2026,"Talty, TX",Texas,Single Family Residential,475000,0.062402147,675000,202.0416844,3,18,6,247,0.977834678,0.166666667
2/1/2026,"Rusk, TX",Texas,Single Family Residential,169000,0.024242424,120000,118.4302733,1,23,23,97,NA,0.130434783
2/1/2026,"Bedford, TX",Texas,Single Family Residential,395000,0.021992238,367700,199.0936059,30,87,2.9,60,0.988363572,0.390804598
2/1/2026,"Cumings, TX",Texas,Single Family Residential,335000,-0.004457652,365000,126.3674085,1,6,6,223,0.98820059,0.5
2/1/2026,"Skidmore, TX",Texas,Single Family Residential,329000,1.860869565,297000,179.2915531,1,5,5,188,1,NA
2/1/2026,"Channelview, TX",Texas,Single Family Residential,237500,-0.12037037,245000,142.9416592,10,63,6.3,68,0.979634076,0.317460318
2/1/2026,"Val Verde Park, TX",Texas,Single Family Residential,220000,0.075794621,225000,97.4745237,1,6,6,7,NA,NA
2/1/2026,"Quinlan, TX",Texas,Single Family Residential,200000,-0.038461538,NA,159.7444089,3,10,3.3,40,0.972965445,0.3
2/1/2026,"Holiday Beach, TX",Texas,Single Family Residential,239000,-0.294214925,375000,193.9935065,1,27,27,137,NA,0.185185185
2/1/2026,"Huffman, TX",Texas,Single Family Residential,261000,-0.347491844,242900,167.5224647,5,41,8.2,82,0.986179774,0.292682927
2/1/2026,"Wells Branch, TX",Texas,Single Family Residential,400000,0.081081081,380000,226.3723826,5,8,1.6,98,0.998105038,0.375
2/1/2026,"Troy, TX",Texas,Single Family Residential,258450,-0.060181818,340000,155.6219444,4,18,4.5,266,0.997644188,0.111111111
2/1/2026,"Anahuac, TX",Texas,Single Family Residential,248000,-0.609448819,180000,138.0231421,4,10,2.5,51,0.872160896,0.1
2/1/2026,"Tom Bean, TX",Texas,Single Family Residential,205000,-0.363334265,363000,179.1958042,1,3,3,19,0.953488372,0.333333333
2/1/2026,"Dallas, TX",Texas,Single Family Residential,449500,-0.015334064,489000,235.7165158,545,2456,4.5,70,0.970880802,0.285830619
2/1/2026,"Liberty City, TX",Texas,Single Family Residential,231995,-0.336967705,307500,161.7717783,2,10,5,119,NA,0.1
2/1/2026,"Italy, TX",Texas,Single Family Residential,305000,-0.144219978,124000,185.5231144,1,5,5,33,1.02006689,0.4
2/1/2026,"Oak Ridge North, TX",Texas,Single Family Residential,370000,-0.012213842,359000,139.2857143,3,6,2,24,0.969771608,0.666666667
2/1/2026,"The Woodlands, TX",Texas,Single Family Residential,638825,0.099526678,675000,224.1720047,76,267,3.5,60,0.974970826,0.277153558
2/1/2026,"Sugar Land, TX",Texas,Single Family Residential,428990,-0.104218,475000,175.9622938,79,211,2.7,42,0.96584955,0.232227488
2/1/2026,"Needville, TX",Texas,Single Family Residential,293245,NA,327450,157.6331206,10,21,2.1,41,0.923739221,0.476190476
2/1/2026,"McLendon-Chisholm, TX",Texas,Single Family Residential,600000,-0.044243559,636950,197.0092571,5,70,14,100,0.952923142,0.442857143
2/1/2026,"Dawson, TX",Texas,Single Family Residential,169000,NA,174749.5,166.1750246,1,4,4,220,1,0.5
2/1/2026,"Bacliff, TX",Texas,Single Family Residential,175000,-0.172576832,243500,112.8472222,3,31,10.3,133,0.949154526,0.258064516
2/1/2026,"Reno, TX",Texas,Single Family Residential,472450,-0.101008784,419900,194.3872145,2,17,8.5,97,1,0.117647059
2/1/2026,"Hudson Bend, TX",Texas,Single Family Residential,400000,-0.411764706,596950,261.8243243,3,36,12,137,0.938733326,0.194444444
2/1/2026,"Double Oak, TX",Texas,Single Family Residential,1012500,0.122505543,750000,315.266577,2,6,3,77,0.986666667,NA
2/1/2026,"La Feria, TX",Texas,Single Family Residential,226350,-0.126061776,219950,173.7057368,6,31,5.2,128,0.990675991,0.225806452
2/1/2026,"Point Comfort, TX",Texas,Single Family Residential,180000,NA,NA,125.4355401,1,2,2,140,0.923076923,NA
2/1/2026,"Kurten, TX",Texas,Single Family Residential,350000,NA,425000,166.6666667,1,3,3,40,NA,0.333333333
2/1/2026,"West Orange, TX",Texas,Single Family Residential,138400,-0.010721944,141450,131.2561095,2,21,10.5,140,0.956325301,0.190476191
